2021-04-09 12:22:57.062730 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0019] Populating workers...
2021-04-09 12:22:57.062996 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0019] Populated
2021-04-09 12:22:57.063131 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0019] Populating workers...
2021-04-09 12:22:57.063257 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0019] Populated
2021-04-09 12:22:57.063378 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0019] Populating workers...
2021-04-09 12:22:57.063491 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0019] Populated
2021-04-09 12:22:57.063606 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0019] Populating workers...
2021-04-09 12:22:57.063733 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0019] Populated
2021-04-09 12:22:57.063844 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0019] Populating workers...
2021-04-09 12:22:57.063953 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0019] Populated
2021-04-09 12:22:57.064065 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0019] Populating workers...
2021-04-09 12:22:57.064175 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0019] Populated
2021-04-09 12:22:57.064284 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0019] Populating workers...
2021-04-09 12:22:57.064397 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0019] Populated
2021-04-09 12:22:57.064510 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0019] Populating workers...
2021-04-09 12:22:57.064617 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0019] Populated
2021-04-09 12:22:57.064728 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0019] Populating workers...
2021-04-09 12:22:57.064837 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0019] Populated
2021-04-09 12:22:57.064954 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0019] Populating workers...
2021-04-09 12:22:57.065065 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0019] Populated
2021-04-09 12:23:01.495046 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0019] itr #0 | fitting baseline...
2021-04-09 12:23:01.522916 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0019] itr #0 | fitted
2021-04-09 12:23:01.534020 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0019] itr #0 | fitting baseline...
2021-04-09 12:23:01.536610 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0019] itr #0 | fitted
2021-04-09 12:23:01.542896 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0019] itr #0 | fitting baseline...
2021-04-09 12:23:01.545101 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0019] itr #0 | fitted
2021-04-09 12:23:01.549922 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0019] itr #0 | fitting baseline...
2021-04-09 12:23:01.551715 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0019] itr #0 | fitted
2021-04-09 12:23:01.556314 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0019] itr #0 | fitting baseline...
2021-04-09 12:23:01.558254 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0019] itr #0 | fitted
2021-04-09 12:23:01.563037 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0019] itr #0 | fitting baseline...
2021-04-09 12:23:01.564972 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0019] itr #0 | fitted
2021-04-09 12:23:01.569806 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0019] itr #0 | fitting baseline...
2021-04-09 12:23:01.571603 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0019] itr #0 | fitted
2021-04-09 12:23:01.575887 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0019] itr #0 | fitting baseline...
2021-04-09 12:23:01.577650 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0019] itr #0 | fitted
2021-04-09 12:23:01.582122 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0019] itr #0 | fitting baseline...
2021-04-09 12:23:01.583826 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0019] itr #0 | fitted
2021-04-09 12:23:01.590414 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0019] itr #0 | fitting baseline...
2021-04-09 12:23:01.594621 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0019] itr #0 | fitted
2021-04-09 12:23:06.323036 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0019] itr #1 | fitting baseline...
2021-04-09 12:23:06.324724 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0019] itr #1 | fitted
2021-04-09 12:23:06.328293 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0019] itr #1 | fitting baseline...
2021-04-09 12:23:06.329795 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0019] itr #1 | fitted
2021-04-09 12:23:06.333524 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0019] itr #1 | fitting baseline...
2021-04-09 12:23:06.335044 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0019] itr #1 | fitted
2021-04-09 12:23:06.338838 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0019] itr #1 | fitting baseline...
2021-04-09 12:23:06.340351 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0019] itr #1 | fitted
2021-04-09 12:23:06.343338 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0019] itr #1 | fitting baseline...
2021-04-09 12:23:06.344577 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0019] itr #1 | fitted
2021-04-09 12:23:06.348414 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0019] itr #1 | fitting baseline...
2021-04-09 12:23:06.350156 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0019] itr #1 | fitted
2021-04-09 12:23:06.354540 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0019] itr #1 | fitting baseline...
2021-04-09 12:23:06.355983 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0019] itr #1 | fitted
2021-04-09 12:23:06.359737 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0019] itr #1 | fitting baseline...
2021-04-09 12:23:06.361336 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0019] itr #1 | fitted
2021-04-09 12:23:06.366065 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0019] itr #1 | fitting baseline...
2021-04-09 12:23:06.367689 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0019] itr #1 | fitted
2021-04-09 12:23:06.371119 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0019] itr #1 | fitting baseline...
2021-04-09 12:23:06.372536 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0019] itr #1 | fitted
2021-04-09 12:23:06.403774 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0019] itr #1 | saving snapshot...
2021-04-09 12:23:06.410692 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0019] itr #1 | saved
2021-04-09 12:23:06.418465 CEST | -----------------------  ---------------
2021-04-09 12:23:06.418675 CEST | Iteration                    0
2021-04-09 12:23:06.418852 CEST | AverageDiscountedReturn     45.0991
2021-04-09 12:23:06.419007 CEST | AverageReturn               46.3069
2021-04-09 12:23:06.419164 CEST | ExplainedVariance            1.38546e-11
2021-04-09 12:23:06.419350 CEST | NumTrajs                    71
2021-04-09 12:23:06.419513 CEST | Entropy                      1.41894
2021-04-09 12:23:06.419663 CEST | Perplexity                   4.13273
2021-04-09 12:23:06.419816 CEST | StdReturn                   28.0315
2021-04-09 12:23:06.419987 CEST | MaxReturn                  149.899
2021-04-09 12:23:06.420145 CEST | MinReturn                    9.97999
2021-04-09 12:23:06.420301 CEST | Iteration                    0
2021-04-09 12:23:06.420453 CEST | AverageDiscountedReturn     43.1447
2021-04-09 12:23:06.420600 CEST | AverageReturn               44.2375
2021-04-09 12:23:06.420749 CEST | ExplainedVariance            0.342193
2021-04-09 12:23:06.420897 CEST | NumTrajs                    75
2021-04-09 12:23:06.421050 CEST | Entropy                      1.41894
2021-04-09 12:23:06.421208 CEST | Perplexity                   4.13273
2021-04-09 12:23:06.421361 CEST | StdReturn                   26.6837
2021-04-09 12:23:06.421525 CEST | MaxReturn                  129.961
2021-04-09 12:23:06.421687 CEST | MinReturn                    0
2021-04-09 12:23:06.421837 CEST | Iteration                    0
2021-04-09 12:23:06.422039 CEST | AverageDiscountedReturn     40.4071
2021-04-09 12:23:06.422205 CEST | AverageReturn               41.3858
2021-04-09 12:23:06.422365 CEST | ExplainedVariance            0.378446
2021-04-09 12:23:06.422525 CEST | NumTrajs                    78
2021-04-09 12:23:06.422688 CEST | Entropy                      1.41894
2021-04-09 12:23:06.422844 CEST | Perplexity                   4.13273
2021-04-09 12:23:06.423006 CEST | StdReturn                   26.2928
2021-04-09 12:23:06.423163 CEST | MaxReturn                   99.9692
2021-04-09 12:23:06.423325 CEST | MinReturn                    0
2021-04-09 12:23:06.423479 CEST | Iteration                    0
2021-04-09 12:23:06.423676 CEST | AverageDiscountedReturn     49.2661
2021-04-09 12:23:06.423881 CEST | AverageReturn               51.03
2021-04-09 12:23:06.424027 CEST | ExplainedVariance            0.0274353
2021-04-09 12:23:06.424173 CEST | NumTrajs                    66
2021-04-09 12:23:06.424317 CEST | Entropy                      1.41894
2021-04-09 12:23:06.424471 CEST | Perplexity                   4.13273
2021-04-09 12:23:06.424621 CEST | StdReturn                   39.3766
2021-04-09 12:23:06.424768 CEST | MaxReturn                  209.87
2021-04-09 12:23:06.424925 CEST | MinReturn                    0
2021-04-09 12:23:06.425079 CEST | Iteration                    0
2021-04-09 12:23:06.425242 CEST | AverageDiscountedReturn     46.5314
2021-04-09 12:23:06.425404 CEST | AverageReturn               47.938
2021-04-09 12:23:06.425555 CEST | ExplainedVariance            0.23788
2021-04-09 12:23:06.425709 CEST | NumTrajs                    69
2021-04-09 12:23:06.425884 CEST | Entropy                      1.41894
2021-04-09 12:23:06.426040 CEST | Perplexity                   4.13273
2021-04-09 12:23:06.426200 CEST | StdReturn                   32.6236
2021-04-09 12:23:06.426360 CEST | MaxReturn                  169.922
2021-04-09 12:23:06.426514 CEST | MinReturn                    0
2021-04-09 12:23:06.426675 CEST | Iteration                    0
2021-04-09 12:23:06.426829 CEST | AverageDiscountedReturn     46.7002
2021-04-09 12:23:06.426985 CEST | AverageReturn               48.234
2021-04-09 12:23:06.427147 CEST | ExplainedVariance            0.272055
2021-04-09 12:23:06.427305 CEST | NumTrajs                    69
2021-04-09 12:23:06.427465 CEST | Entropy                      1.41894
2021-04-09 12:23:06.427625 CEST | Perplexity                   4.13273
2021-04-09 12:23:06.427794 CEST | StdReturn                   36.2261
2021-04-09 12:23:06.427955 CEST | MaxReturn                  169.954
2021-04-09 12:23:06.428124 CEST | MinReturn                    0
2021-04-09 12:23:06.428271 CEST | Iteration                    0
2021-04-09 12:23:06.428426 CEST | AverageDiscountedReturn     39.1449
2021-04-09 12:23:06.428584 CEST | AverageReturn               39.9747
2021-04-09 12:23:06.428735 CEST | ExplainedVariance            0.360693
2021-04-09 12:23:06.428883 CEST | NumTrajs                    80
2021-04-09 12:23:06.429034 CEST | Entropy                      1.41894
2021-04-09 12:23:06.429192 CEST | Perplexity                   4.13273
2021-04-09 12:23:06.429340 CEST | StdReturn                   22.0164
2021-04-09 12:23:06.429512 CEST | MaxReturn                   99.9779
2021-04-09 12:23:06.429677 CEST | MinReturn                    0
2021-04-09 12:23:06.429828 CEST | Iteration                    0
2021-04-09 12:23:06.430003 CEST | AverageDiscountedReturn     49.1916
2021-04-09 12:23:06.430147 CEST | AverageReturn               50.8791
2021-04-09 12:23:06.430306 CEST | ExplainedVariance            0.200468
2021-04-09 12:23:06.430461 CEST | NumTrajs                    66
2021-04-09 12:23:06.430616 CEST | Entropy                      1.41894
2021-04-09 12:23:06.430770 CEST | Perplexity                   4.13273
2021-04-09 12:23:06.430926 CEST | StdReturn                   37.2686
2021-04-09 12:23:06.431086 CEST | MaxReturn                  169.926
2021-04-09 12:23:06.431235 CEST | MinReturn                    9.97973
2021-04-09 12:23:06.431391 CEST | Iteration                    0
2021-04-09 12:23:06.431544 CEST | AverageDiscountedReturn     43.3153
2021-04-09 12:23:06.431694 CEST | AverageReturn               44.433
2021-04-09 12:23:06.431856 CEST | ExplainedVariance            0.243459
2021-04-09 12:23:06.432001 CEST | NumTrajs                    74
2021-04-09 12:23:06.432149 CEST | Entropy                      1.41894
2021-04-09 12:23:06.432305 CEST | Perplexity                   4.13273
2021-04-09 12:23:06.432459 CEST | StdReturn                   27.4556
2021-04-09 12:23:06.432610 CEST | MaxReturn                  159.971
2021-04-09 12:23:06.432770 CEST | MinReturn                    0
2021-04-09 12:23:06.432928 CEST | Iteration                    0
2021-04-09 12:23:06.433084 CEST | AverageDiscountedReturn     49.9788
2021-04-09 12:23:06.433242 CEST | AverageReturn               51.6609
2021-04-09 12:23:06.433397 CEST | ExplainedVariance            0.171929
2021-04-09 12:23:06.433551 CEST | NumTrajs                    65
2021-04-09 12:23:06.433708 CEST | Entropy                      1.41894
2021-04-09 12:23:06.433885 CEST | Perplexity                   4.13273
2021-04-09 12:23:06.434043 CEST | StdReturn                   36.0862
2021-04-09 12:23:06.434194 CEST | MaxReturn                  149.907
2021-04-09 12:23:06.434384 CEST | MinReturn                    0
2021-04-09 12:23:06.434539 CEST | AveragePolicyStd             1
2021-04-09 12:23:06.434686 CEST | AveragePolicyStd             1
2021-04-09 12:23:06.434838 CEST | AveragePolicyStd             1
2021-04-09 12:23:06.434984 CEST | AveragePolicyStd             1
2021-04-09 12:23:06.435145 CEST | AveragePolicyStd             1
2021-04-09 12:23:06.435307 CEST | AveragePolicyStd             1
2021-04-09 12:23:06.435464 CEST | AveragePolicyStd             1
2021-04-09 12:23:06.435621 CEST | AveragePolicyStd             1
2021-04-09 12:23:06.435775 CEST | AveragePolicyStd             1
2021-04-09 12:23:06.435939 CEST | AveragePolicyStd             1
2021-04-09 12:23:06.436105 CEST | Iteration                    1
2021-04-09 12:23:06.436270 CEST | AverageDiscountedReturn     62.5699
2021-04-09 12:23:06.436450 CEST | AverageReturn               65.6183
2021-04-09 12:23:06.436630 CEST | ExplainedVariance            0.0916905
2021-04-09 12:23:06.436830 CEST | NumTrajs                    53
2021-04-09 12:23:06.436981 CEST | Entropy                      1.41346
2021-04-09 12:23:06.437133 CEST | Perplexity                   4.11014
2021-04-09 12:23:06.437279 CEST | StdReturn                   52.0813
2021-04-09 12:23:06.437437 CEST | MaxReturn                  239.837
2021-04-09 12:23:06.437608 CEST | MinReturn                    0
2021-04-09 12:23:06.437765 CEST | Iteration                    1
2021-04-09 12:23:06.437939 CEST | AverageDiscountedReturn     60.3492
2021-04-09 12:23:06.438089 CEST | AverageReturn               63.0497
2021-04-09 12:23:06.438238 CEST | ExplainedVariance            0.244203
2021-04-09 12:23:06.438389 CEST | NumTrajs                    55
2021-04-09 12:23:06.438532 CEST | Entropy                      1.41346
2021-04-09 12:23:06.438686 CEST | Perplexity                   4.11014
2021-04-09 12:23:06.438841 CEST | StdReturn                   47.3438
2021-04-09 12:23:06.439010 CEST | MaxReturn                  169.913
2021-04-09 12:23:06.439171 CEST | MinReturn                    0
2021-04-09 12:23:06.439321 CEST | Iteration                    1
2021-04-09 12:23:06.439471 CEST | AverageDiscountedReturn     60.1514
2021-04-09 12:23:06.439625 CEST | AverageReturn               62.8715
