2021-04-08 12:24:08.266612 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0025] Populating workers...
2021-04-08 12:24:08.267055 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0025] Populated
2021-04-08 12:24:08.267397 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0025] Populating workers...
2021-04-08 12:24:08.267701 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0025] Populated
2021-04-08 12:24:08.267941 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0025] Populating workers...
2021-04-08 12:24:08.268168 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0025] Populated
2021-04-08 12:24:08.268391 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0025] Populating workers...
2021-04-08 12:24:08.268529 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0025] Populated
2021-04-08 12:24:08.268707 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0025] Populating workers...
2021-04-08 12:24:08.268858 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0025] Populated
2021-04-08 12:24:08.269008 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0025] Populating workers...
2021-04-08 12:24:08.269158 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0025] Populated
2021-04-08 12:24:08.269309 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0025] Populating workers...
2021-04-08 12:24:08.269462 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0025] Populated
2021-04-08 12:24:08.269611 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0025] Populating workers...
2021-04-08 12:24:08.269741 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0025] Populated
2021-04-08 12:24:08.269867 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0025] Populating workers...
2021-04-08 12:24:08.269985 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0025] Populated
2021-04-08 12:24:08.270102 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0025] Populating workers...
2021-04-08 12:24:08.270217 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0025] Populated
2021-04-08 12:24:12.631651 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0025] itr #0 | fitting baseline...
2021-04-08 12:24:12.656243 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0025] itr #0 | fitted
2021-04-08 12:24:12.665053 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0025] itr #0 | fitting baseline...
2021-04-08 12:24:12.668644 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0025] itr #0 | fitted
2021-04-08 12:24:12.674498 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0025] itr #0 | fitting baseline...
2021-04-08 12:24:12.676331 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0025] itr #0 | fitted
2021-04-08 12:24:12.680766 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0025] itr #0 | fitting baseline...
2021-04-08 12:24:12.682559 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0025] itr #0 | fitted
2021-04-08 12:24:12.686361 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0025] itr #0 | fitting baseline...
2021-04-08 12:24:12.687872 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0025] itr #0 | fitted
2021-04-08 12:24:12.691436 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0025] itr #0 | fitting baseline...
2021-04-08 12:24:12.692885 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0025] itr #0 | fitted
2021-04-08 12:24:12.696262 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0025] itr #0 | fitting baseline...
2021-04-08 12:24:12.697597 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0025] itr #0 | fitted
2021-04-08 12:24:12.701106 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0025] itr #0 | fitting baseline...
2021-04-08 12:24:12.702592 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0025] itr #0 | fitted
2021-04-08 12:24:12.706479 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0025] itr #0 | fitting baseline...
2021-04-08 12:24:12.707915 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0025] itr #0 | fitted
2021-04-08 12:24:12.711507 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0025] itr #0 | fitting baseline...
2021-04-08 12:24:12.712906 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0025] itr #0 | fitted
2021-04-08 12:24:17.487855 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0025] itr #1 | fitting baseline...
2021-04-08 12:24:17.489222 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0025] itr #1 | fitted
2021-04-08 12:24:17.492200 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0025] itr #1 | fitting baseline...
2021-04-08 12:24:17.493400 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0025] itr #1 | fitted
2021-04-08 12:24:17.496629 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0025] itr #1 | fitting baseline...
2021-04-08 12:24:17.497847 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0025] itr #1 | fitted
2021-04-08 12:24:17.500778 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0025] itr #1 | fitting baseline...
2021-04-08 12:24:17.501952 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0025] itr #1 | fitted
2021-04-08 12:24:17.505010 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0025] itr #1 | fitting baseline...
2021-04-08 12:24:17.506235 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0025] itr #1 | fitted
2021-04-08 12:24:17.509000 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0025] itr #1 | fitting baseline...
2021-04-08 12:24:17.510081 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0025] itr #1 | fitted
2021-04-08 12:24:17.512889 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0025] itr #1 | fitting baseline...
2021-04-08 12:24:17.514025 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0025] itr #1 | fitted
2021-04-08 12:24:17.517358 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0025] itr #1 | fitting baseline...
2021-04-08 12:24:17.518812 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0025] itr #1 | fitted
2021-04-08 12:24:17.522172 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0025] itr #1 | fitting baseline...
2021-04-08 12:24:17.523475 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0025] itr #1 | fitted
2021-04-08 12:24:17.526363 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0025] itr #1 | fitting baseline...
2021-04-08 12:24:17.527581 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0025] itr #1 | fitted
2021-04-08 12:24:17.560504 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0025] itr #1 | saving snapshot...
2021-04-08 12:24:17.563273 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0025] itr #1 | saved
2021-04-08 12:24:17.570816 CEST | -----------------------  ----------------
2021-04-08 12:24:17.570968 CEST | Iteration                     0
2021-04-08 12:24:17.571113 CEST | AverageDiscountedReturn      91.2584
2021-04-08 12:24:17.571253 CEST | AverageReturn                97.1239
2021-04-08 12:24:17.571381 CEST | ExplainedVariance             3.93485e-12
2021-04-08 12:24:17.571507 CEST | NumTrajs                     39
2021-04-08 12:24:17.571634 CEST | Entropy                       1.41894
2021-04-08 12:24:17.571759 CEST | Perplexity                    4.13273
2021-04-08 12:24:17.571882 CEST | StdReturn                    61.9905
2021-04-08 12:24:17.572006 CEST | MaxReturn                   229.93
2021-04-08 12:24:17.572131 CEST | MinReturn                     0
2021-04-08 12:24:17.572253 CEST | Iteration                     0
2021-04-08 12:24:17.572377 CEST | AverageDiscountedReturn      65.9088
2021-04-08 12:24:17.572500 CEST | AverageReturn                70.1622
2021-04-08 12:24:17.572623 CEST | ExplainedVariance             0.0537288
2021-04-08 12:24:17.572745 CEST | NumTrajs                     50
2021-04-08 12:24:17.572880 CEST | Entropy                       1.41894
2021-04-08 12:24:17.573005 CEST | Perplexity                    4.13273
2021-04-08 12:24:17.573127 CEST | StdReturn                    69.9087
2021-04-08 12:24:17.573250 CEST | MaxReturn                   369.91
2021-04-08 12:24:17.573375 CEST | MinReturn                     0
2021-04-08 12:24:17.573499 CEST | Iteration                     0
2021-04-08 12:24:17.573622 CEST | AverageDiscountedReturn      71.2174
2021-04-08 12:24:17.573745 CEST | AverageReturn                75.056
2021-04-08 12:24:17.573868 CEST | ExplainedVariance            -0.0236115
2021-04-08 12:24:17.573996 CEST | NumTrajs                     47
2021-04-08 12:24:17.574121 CEST | Entropy                       1.41894
2021-04-08 12:24:17.574245 CEST | Perplexity                    4.13273
2021-04-08 12:24:17.574368 CEST | StdReturn                    56.0461
2021-04-08 12:24:17.574493 CEST | MaxReturn                   219.943
2021-04-08 12:24:17.574617 CEST | MinReturn                     9.98166
2021-04-08 12:24:17.574741 CEST | Iteration                     0
2021-04-08 12:24:17.574865 CEST | AverageDiscountedReturn      62.8758
2021-04-08 12:24:17.574991 CEST | AverageReturn                66.2536
2021-04-08 12:24:17.575140 CEST | ExplainedVariance             0.184017
2021-04-08 12:24:17.575268 CEST | NumTrajs                     54
2021-04-08 12:24:17.575393 CEST | Entropy                       1.41894
2021-04-08 12:24:17.575517 CEST | Perplexity                    4.13273
2021-04-08 12:24:17.575641 CEST | StdReturn                    57.9436
2021-04-08 12:24:17.575764 CEST | MaxReturn                   289.853
2021-04-08 12:24:17.575886 CEST | MinReturn                     0
2021-04-08 12:24:17.576008 CEST | Iteration                     0
2021-04-08 12:24:17.576134 CEST | AverageDiscountedReturn      66.4479
2021-04-08 12:24:17.576258 CEST | AverageReturn                69.9587
2021-04-08 12:24:17.576385 CEST | ExplainedVariance             0.180191
2021-04-08 12:24:17.576542 CEST | NumTrajs                     50
2021-04-08 12:24:17.576669 CEST | Entropy                       1.41894
2021-04-08 12:24:17.576794 CEST | Perplexity                    4.13273
2021-04-08 12:24:17.576920 CEST | StdReturn                    56.0928
2021-04-08 12:24:17.577044 CEST | MaxReturn                   239.936
2021-04-08 12:24:17.577168 CEST | MinReturn                     0
2021-04-08 12:24:17.577293 CEST | Iteration                     0
2021-04-08 12:24:17.577418 CEST | AverageDiscountedReturn      70.7292
2021-04-08 12:24:17.577542 CEST | AverageReturn                74.3312
2021-04-08 12:24:17.577668 CEST | ExplainedVariance             0.22239
2021-04-08 12:24:17.577792 CEST | NumTrajs                     48
2021-04-08 12:24:17.577916 CEST | Entropy                       1.41894
2021-04-08 12:24:17.578040 CEST | Perplexity                    4.13273
2021-04-08 12:24:17.578163 CEST | StdReturn                    52.0975
2021-04-08 12:24:17.578311 CEST | MaxReturn                   209.907
2021-04-08 12:24:17.578456 CEST | MinReturn                     9.97932
2021-04-08 12:24:17.578591 CEST | Iteration                     0
2021-04-08 12:24:17.578718 CEST | AverageDiscountedReturn      70.9707
2021-04-08 12:24:17.578844 CEST | AverageReturn                75.1632
2021-04-08 12:24:17.578970 CEST | ExplainedVariance             0.163699
2021-04-08 12:24:17.579121 CEST | NumTrajs                     48
2021-04-08 12:24:17.579253 CEST | Entropy                       1.41894
2021-04-08 12:24:17.579379 CEST | Perplexity                    4.13273
2021-04-08 12:24:17.579517 CEST | StdReturn                    62.3885
2021-04-08 12:24:17.579707 CEST | MaxReturn                   249.833
2021-04-08 12:24:17.579881 CEST | MinReturn                     0
2021-04-08 12:24:17.580073 CEST | Iteration                     0
2021-04-08 12:24:17.580267 CEST | AverageDiscountedReturn      67.4518
2021-04-08 12:24:17.580458 CEST | AverageReturn                70.9579
2021-04-08 12:24:17.580663 CEST | ExplainedVariance             0.244016
2021-04-08 12:24:17.580831 CEST | NumTrajs                     50
2021-04-08 12:24:17.580973 CEST | Entropy                       1.41894
2021-04-08 12:24:17.581125 CEST | Perplexity                    4.13273
2021-04-08 12:24:17.581274 CEST | StdReturn                    54.6526
2021-04-08 12:24:17.581422 CEST | MaxReturn                   229.915
2021-04-08 12:24:17.581569 CEST | MinReturn                     0
2021-04-08 12:24:17.581723 CEST | Iteration                     0
2021-04-08 12:24:17.581892 CEST | AverageDiscountedReturn      88.4248
2021-04-08 12:24:17.582040 CEST | AverageReturn                96.3528
2021-04-08 12:24:17.582230 CEST | ExplainedVariance            -0.360761
2021-04-08 12:24:17.582436 CEST | NumTrajs                     39
2021-04-08 12:24:17.582569 CEST | Entropy                       1.41894
2021-04-08 12:24:17.582695 CEST | Perplexity                    4.13273
2021-04-08 12:24:17.582819 CEST | StdReturn                    95.389
2021-04-08 12:24:17.582942 CEST | MaxReturn                   499.846
2021-04-08 12:24:17.583069 CEST | MinReturn                    19.9655
2021-04-08 12:24:17.583230 CEST | Iteration                     0
2021-04-08 12:24:17.583354 CEST | AverageDiscountedReturn      59.1552
2021-04-08 12:24:17.583480 CEST | AverageReturn                61.3864
2021-04-08 12:24:17.583603 CEST | ExplainedVariance             0.0995215
2021-04-08 12:24:17.583727 CEST | NumTrajs                     56
2021-04-08 12:24:17.583854 CEST | Entropy                       1.41894
2021-04-08 12:24:17.583977 CEST | Perplexity                    4.13273
2021-04-08 12:24:17.584101 CEST | StdReturn                    37.8423
2021-04-08 12:24:17.584225 CEST | MaxReturn                   169.84
2021-04-08 12:24:17.584354 CEST | MinReturn                     0
2021-04-08 12:24:17.584492 CEST | AveragePolicyStd              1
2021-04-08 12:24:17.584625 CEST | AveragePolicyStd              1
2021-04-08 12:24:17.584761 CEST | AveragePolicyStd              1
2021-04-08 12:24:17.584898 CEST | AveragePolicyStd              1
2021-04-08 12:24:17.585035 CEST | AveragePolicyStd              1
2021-04-08 12:24:17.585172 CEST | AveragePolicyStd              1
2021-04-08 12:24:17.585309 CEST | AveragePolicyStd              1
2021-04-08 12:24:17.585441 CEST | AveragePolicyStd              1
2021-04-08 12:24:17.585577 CEST | AveragePolicyStd              1
2021-04-08 12:24:17.585714 CEST | AveragePolicyStd              1
2021-04-08 12:24:17.585850 CEST | Iteration                     1
2021-04-08 12:24:17.585987 CEST | AverageDiscountedReturn      88.8272
2021-04-08 12:24:17.586125 CEST | AverageReturn                94.5515
2021-04-08 12:24:17.586261 CEST | ExplainedVariance             0.168213
2021-04-08 12:24:17.586397 CEST | NumTrajs                     39
2021-04-08 12:24:17.586582 CEST | Entropy                       1.41421
2021-04-08 12:24:17.586723 CEST | Perplexity                    4.11322
2021-04-08 12:24:17.586861 CEST | StdReturn                    63.6169
2021-04-08 12:24:17.586995 CEST | MaxReturn                   269.91
2021-04-08 12:24:17.587166 CEST | MinReturn                     9.98601
2021-04-08 12:24:17.587299 CEST | Iteration                     1
2021-04-08 12:24:17.587434 CEST | AverageDiscountedReturn     101.241
2021-04-08 12:24:17.587571 CEST | AverageReturn               108.498
2021-04-08 12:24:17.587708 CEST | ExplainedVariance             0.164373
2021-04-08 12:24:17.587845 CEST | NumTrajs                     35
2021-04-08 12:24:17.587984 CEST | Entropy                       1.41421
2021-04-08 12:24:17.588148 CEST | Perplexity                    4.11322
