2021-04-08 16:21:12.959765 CEST | [multi_agent_per_av_returns_part_bits_2021_04_08_16_12_21_0007] Populating workers...
2021-04-08 16:21:12.960022 CEST | [multi_agent_per_av_returns_part_bits_2021_04_08_16_12_21_0007] Populated
2021-04-08 16:21:12.960133 CEST | [multi_agent_per_av_returns_part_bits_2021_04_08_16_12_21_0007] Populating workers...
2021-04-08 16:21:12.960233 CEST | [multi_agent_per_av_returns_part_bits_2021_04_08_16_12_21_0007] Populated
2021-04-08 16:21:12.960333 CEST | [multi_agent_per_av_returns_part_bits_2021_04_08_16_12_21_0007] Populating workers...
2021-04-08 16:21:12.960431 CEST | [multi_agent_per_av_returns_part_bits_2021_04_08_16_12_21_0007] Populated
2021-04-08 16:21:12.960529 CEST | [multi_agent_per_av_returns_part_bits_2021_04_08_16_12_21_0007] Populating workers...
2021-04-08 16:21:12.960627 CEST | [multi_agent_per_av_returns_part_bits_2021_04_08_16_12_21_0007] Populated
2021-04-08 16:21:12.960724 CEST | [multi_agent_per_av_returns_part_bits_2021_04_08_16_12_21_0007] Populating workers...
2021-04-08 16:21:12.960821 CEST | [multi_agent_per_av_returns_part_bits_2021_04_08_16_12_21_0007] Populated
2021-04-08 16:21:12.960921 CEST | [multi_agent_per_av_returns_part_bits_2021_04_08_16_12_21_0007] Populating workers...
2021-04-08 16:21:12.961017 CEST | [multi_agent_per_av_returns_part_bits_2021_04_08_16_12_21_0007] Populated
2021-04-08 16:21:12.961115 CEST | [multi_agent_per_av_returns_part_bits_2021_04_08_16_12_21_0007] Populating workers...
2021-04-08 16:21:12.961217 CEST | [multi_agent_per_av_returns_part_bits_2021_04_08_16_12_21_0007] Populated
2021-04-08 16:21:12.961315 CEST | [multi_agent_per_av_returns_part_bits_2021_04_08_16_12_21_0007] Populating workers...
2021-04-08 16:21:12.961414 CEST | [multi_agent_per_av_returns_part_bits_2021_04_08_16_12_21_0007] Populated
2021-04-08 16:21:12.961514 CEST | [multi_agent_per_av_returns_part_bits_2021_04_08_16_12_21_0007] Populating workers...
2021-04-08 16:21:12.961611 CEST | [multi_agent_per_av_returns_part_bits_2021_04_08_16_12_21_0007] Populated
2021-04-08 16:21:12.961709 CEST | [multi_agent_per_av_returns_part_bits_2021_04_08_16_12_21_0007] Populating workers...
2021-04-08 16:21:12.961805 CEST | [multi_agent_per_av_returns_part_bits_2021_04_08_16_12_21_0007] Populated
2021-04-08 16:21:17.359077 CEST | [multi_agent_per_av_returns_part_bits_2021_04_08_16_12_21_0007] itr #0 | fitting baseline...
2021-04-08 16:21:17.384234 CEST | [multi_agent_per_av_returns_part_bits_2021_04_08_16_12_21_0007] itr #0 | fitted
2021-04-08 16:21:17.394063 CEST | [multi_agent_per_av_returns_part_bits_2021_04_08_16_12_21_0007] itr #0 | fitting baseline...
2021-04-08 16:21:17.397115 CEST | [multi_agent_per_av_returns_part_bits_2021_04_08_16_12_21_0007] itr #0 | fitted
2021-04-08 16:21:17.401343 CEST | [multi_agent_per_av_returns_part_bits_2021_04_08_16_12_21_0007] itr #0 | fitting baseline...
2021-04-08 16:21:17.402800 CEST | [multi_agent_per_av_returns_part_bits_2021_04_08_16_12_21_0007] itr #0 | fitted
2021-04-08 16:21:17.406179 CEST | [multi_agent_per_av_returns_part_bits_2021_04_08_16_12_21_0007] itr #0 | fitting baseline...
2021-04-08 16:21:17.407633 CEST | [multi_agent_per_av_returns_part_bits_2021_04_08_16_12_21_0007] itr #0 | fitted
2021-04-08 16:21:17.410627 CEST | [multi_agent_per_av_returns_part_bits_2021_04_08_16_12_21_0007] itr #0 | fitting baseline...
2021-04-08 16:21:17.411893 CEST | [multi_agent_per_av_returns_part_bits_2021_04_08_16_12_21_0007] itr #0 | fitted
2021-04-08 16:21:17.415392 CEST | [multi_agent_per_av_returns_part_bits_2021_04_08_16_12_21_0007] itr #0 | fitting baseline...
2021-04-08 16:21:17.416900 CEST | [multi_agent_per_av_returns_part_bits_2021_04_08_16_12_21_0007] itr #0 | fitted
2021-04-08 16:21:17.421081 CEST | [multi_agent_per_av_returns_part_bits_2021_04_08_16_12_21_0007] itr #0 | fitting baseline...
2021-04-08 16:21:17.422918 CEST | [multi_agent_per_av_returns_part_bits_2021_04_08_16_12_21_0007] itr #0 | fitted
2021-04-08 16:21:17.426256 CEST | [multi_agent_per_av_returns_part_bits_2021_04_08_16_12_21_0007] itr #0 | fitting baseline...
2021-04-08 16:21:17.427606 CEST | [multi_agent_per_av_returns_part_bits_2021_04_08_16_12_21_0007] itr #0 | fitted
2021-04-08 16:21:17.431463 CEST | [multi_agent_per_av_returns_part_bits_2021_04_08_16_12_21_0007] itr #0 | fitting baseline...
2021-04-08 16:21:17.432959 CEST | [multi_agent_per_av_returns_part_bits_2021_04_08_16_12_21_0007] itr #0 | fitted
2021-04-08 16:21:17.436264 CEST | [multi_agent_per_av_returns_part_bits_2021_04_08_16_12_21_0007] itr #0 | fitting baseline...
2021-04-08 16:21:17.437586 CEST | [multi_agent_per_av_returns_part_bits_2021_04_08_16_12_21_0007] itr #0 | fitted
2021-04-08 16:21:22.131949 CEST | [multi_agent_per_av_returns_part_bits_2021_04_08_16_12_21_0007] itr #1 | fitting baseline...
2021-04-08 16:21:22.133215 CEST | [multi_agent_per_av_returns_part_bits_2021_04_08_16_12_21_0007] itr #1 | fitted
2021-04-08 16:21:22.135419 CEST | [multi_agent_per_av_returns_part_bits_2021_04_08_16_12_21_0007] itr #1 | fitting baseline...
2021-04-08 16:21:22.136372 CEST | [multi_agent_per_av_returns_part_bits_2021_04_08_16_12_21_0007] itr #1 | fitted
2021-04-08 16:21:22.139060 CEST | [multi_agent_per_av_returns_part_bits_2021_04_08_16_12_21_0007] itr #1 | fitting baseline...
2021-04-08 16:21:22.140173 CEST | [multi_agent_per_av_returns_part_bits_2021_04_08_16_12_21_0007] itr #1 | fitted
2021-04-08 16:21:22.142495 CEST | [multi_agent_per_av_returns_part_bits_2021_04_08_16_12_21_0007] itr #1 | fitting baseline...
2021-04-08 16:21:22.143531 CEST | [multi_agent_per_av_returns_part_bits_2021_04_08_16_12_21_0007] itr #1 | fitted
2021-04-08 16:21:22.145658 CEST | [multi_agent_per_av_returns_part_bits_2021_04_08_16_12_21_0007] itr #1 | fitting baseline...
2021-04-08 16:21:22.146585 CEST | [multi_agent_per_av_returns_part_bits_2021_04_08_16_12_21_0007] itr #1 | fitted
2021-04-08 16:21:22.149342 CEST | [multi_agent_per_av_returns_part_bits_2021_04_08_16_12_21_0007] itr #1 | fitting baseline...
2021-04-08 16:21:22.150553 CEST | [multi_agent_per_av_returns_part_bits_2021_04_08_16_12_21_0007] itr #1 | fitted
2021-04-08 16:21:22.152878 CEST | [multi_agent_per_av_returns_part_bits_2021_04_08_16_12_21_0007] itr #1 | fitting baseline...
2021-04-08 16:21:22.153982 CEST | [multi_agent_per_av_returns_part_bits_2021_04_08_16_12_21_0007] itr #1 | fitted
2021-04-08 16:21:22.156489 CEST | [multi_agent_per_av_returns_part_bits_2021_04_08_16_12_21_0007] itr #1 | fitting baseline...
2021-04-08 16:21:22.157534 CEST | [multi_agent_per_av_returns_part_bits_2021_04_08_16_12_21_0007] itr #1 | fitted
2021-04-08 16:21:22.160337 CEST | [multi_agent_per_av_returns_part_bits_2021_04_08_16_12_21_0007] itr #1 | fitting baseline...
2021-04-08 16:21:22.161597 CEST | [multi_agent_per_av_returns_part_bits_2021_04_08_16_12_21_0007] itr #1 | fitted
2021-04-08 16:21:22.163864 CEST | [multi_agent_per_av_returns_part_bits_2021_04_08_16_12_21_0007] itr #1 | fitting baseline...
2021-04-08 16:21:22.164847 CEST | [multi_agent_per_av_returns_part_bits_2021_04_08_16_12_21_0007] itr #1 | fitted
2021-04-08 16:21:22.207822 CEST | [multi_agent_per_av_returns_part_bits_2021_04_08_16_12_21_0007] itr #1 | saving snapshot...
2021-04-08 16:21:22.212260 CEST | [multi_agent_per_av_returns_part_bits_2021_04_08_16_12_21_0007] itr #1 | saved
2021-04-08 16:21:22.224302 CEST | -----------------------  ----------------
2021-04-08 16:21:22.224632 CEST | Iteration                     0
2021-04-08 16:21:22.224882 CEST | AverageDiscountedReturn      54.4927
2021-04-08 16:21:22.225124 CEST | AverageReturn                56.6301
2021-04-08 16:21:22.225375 CEST | ExplainedVariance             6.54343e-12
2021-04-08 16:21:22.225629 CEST | NumTrajs                     60
2021-04-08 16:21:22.225832 CEST | Entropy                       1.41894
2021-04-08 16:21:22.226030 CEST | Perplexity                    4.13273
2021-04-08 16:21:22.226250 CEST | StdReturn                    42.2747
2021-04-08 16:21:22.226477 CEST | MaxReturn                   189.951
2021-04-08 16:21:22.226716 CEST | MinReturn                     9.98145
2021-04-08 16:21:22.226935 CEST | Iteration                     0
2021-04-08 16:21:22.227189 CEST | AverageDiscountedReturn      79.4109
2021-04-08 16:21:22.227418 CEST | AverageReturn                83.9069
2021-04-08 16:21:22.227633 CEST | ExplainedVariance             0.165168
2021-04-08 16:21:22.227899 CEST | NumTrajs                     43
2021-04-08 16:21:22.228140 CEST | Entropy                       1.41894
2021-04-08 16:21:22.228359 CEST | Perplexity                    4.13273
2021-04-08 16:21:22.228576 CEST | StdReturn                    56.6381
2021-04-08 16:21:22.228790 CEST | MaxReturn                   249.915
2021-04-08 16:21:22.229009 CEST | MinReturn                     9.9852
2021-04-08 16:21:22.229224 CEST | Iteration                     0
2021-04-08 16:21:22.229445 CEST | AverageDiscountedReturn      55.4776
2021-04-08 16:21:22.229669 CEST | AverageReturn                57.7581
2021-04-08 16:21:22.229888 CEST | ExplainedVariance             0.221455
2021-04-08 16:21:22.230106 CEST | NumTrajs                     59
2021-04-08 16:21:22.230328 CEST | Entropy                       1.41894
2021-04-08 16:21:22.230544 CEST | Perplexity                    4.13273
2021-04-08 16:21:22.230769 CEST | StdReturn                    44.3253
2021-04-08 16:21:22.230991 CEST | MaxReturn                   239.883
2021-04-08 16:21:22.231238 CEST | MinReturn                     0
2021-04-08 16:21:22.231455 CEST | Iteration                     0
2021-04-08 16:21:22.231671 CEST | AverageDiscountedReturn      61.9534
2021-04-08 16:21:22.231891 CEST | AverageReturn                64.9581
2021-04-08 16:21:22.232104 CEST | ExplainedVariance             0.0705844
2021-04-08 16:21:22.232321 CEST | NumTrajs                     54
2021-04-08 16:21:22.232580 CEST | Entropy                       1.41894
2021-04-08 16:21:22.232774 CEST | Perplexity                    4.13273
2021-04-08 16:21:22.232970 CEST | StdReturn                    52.0331
2021-04-08 16:21:22.233162 CEST | MaxReturn                   229.914
2021-04-08 16:21:22.233358 CEST | MinReturn                     9.98091
2021-04-08 16:21:22.233554 CEST | Iteration                     0
2021-04-08 16:21:22.233749 CEST | AverageDiscountedReturn      76.0157
2021-04-08 16:21:22.233945 CEST | AverageReturn                80.8575
2021-04-08 16:21:22.234136 CEST | ExplainedVariance             0.204916
2021-04-08 16:21:22.234331 CEST | NumTrajs                     44
2021-04-08 16:21:22.234526 CEST | Entropy                       1.41894
2021-04-08 16:21:22.234775 CEST | Perplexity                    4.13273
2021-04-08 16:21:22.234970 CEST | StdReturn                    66.7383
2021-04-08 16:21:22.235210 CEST | MaxReturn                   259.857
2021-04-08 16:21:22.235401 CEST | MinReturn                     0
2021-04-08 16:21:22.235592 CEST | Iteration                     0
2021-04-08 16:21:22.235781 CEST | AverageDiscountedReturn      58.923
2021-04-08 16:21:22.235973 CEST | AverageReturn                61.5423
2021-04-08 16:21:22.236189 CEST | ExplainedVariance             0.204034
2021-04-08 16:21:22.236468 CEST | NumTrajs                     57
2021-04-08 16:21:22.236770 CEST | Entropy                       1.41894
2021-04-08 16:21:22.237034 CEST | Perplexity                    4.13273
2021-04-08 16:21:22.237305 CEST | StdReturn                    47.5481
2021-04-08 16:21:22.237590 CEST | MaxReturn                   209.951
2021-04-08 16:21:22.237874 CEST | MinReturn                     0
2021-04-08 16:21:22.238158 CEST | Iteration                     0
2021-04-08 16:21:22.238377 CEST | AverageDiscountedReturn      53.8567
2021-04-08 16:21:22.238575 CEST | AverageReturn                55.8357
2021-04-08 16:21:22.238782 CEST | ExplainedVariance             0.203566
2021-04-08 16:21:22.239021 CEST | NumTrajs                     63
2021-04-08 16:21:22.239282 CEST | Entropy                       1.41894
2021-04-08 16:21:22.239505 CEST | Perplexity                    4.13273
2021-04-08 16:21:22.239720 CEST | StdReturn                    38.876
2021-04-08 16:21:22.239937 CEST | MaxReturn                   159.905
2021-04-08 16:21:22.240158 CEST | MinReturn                     0
2021-04-08 16:21:22.240394 CEST | Iteration                     0
2021-04-08 16:21:22.240622 CEST | AverageDiscountedReturn      81.0957
2021-04-08 16:21:22.240839 CEST | AverageReturn                86.3152
2021-04-08 16:21:22.241054 CEST | ExplainedVariance            -0.544274
2021-04-08 16:21:22.241279 CEST | NumTrajs                     44
2021-04-08 16:21:22.241503 CEST | Entropy                       1.41894
2021-04-08 16:21:22.241721 CEST | Perplexity                    4.13273
2021-04-08 16:21:22.241941 CEST | StdReturn                    66.6877
2021-04-08 16:21:22.242163 CEST | MaxReturn                   299.892
2021-04-08 16:21:22.242378 CEST | MinReturn                     0
2021-04-08 16:21:22.242603 CEST | Iteration                     0
2021-04-08 16:21:22.242816 CEST | AverageDiscountedReturn      63.1593
2021-04-08 16:21:22.243036 CEST | AverageReturn                67.2576
2021-04-08 16:21:22.243288 CEST | ExplainedVariance             0.0520713
2021-04-08 16:21:22.243513 CEST | NumTrajs                     52
2021-04-08 16:21:22.243732 CEST | Entropy                       1.41894
2021-04-08 16:21:22.243960 CEST | Perplexity                    4.13273
2021-04-08 16:21:22.244181 CEST | StdReturn                    69.936
2021-04-08 16:21:22.244408 CEST | MaxReturn                   339.739
2021-04-08 16:21:22.244623 CEST | MinReturn                     0
2021-04-08 16:21:22.244901 CEST | Iteration                     0
2021-04-08 16:21:22.245142 CEST | AverageDiscountedReturn      72.7718
2021-04-08 16:21:22.245368 CEST | AverageReturn                77.1874
2021-04-08 16:21:22.245595 CEST | ExplainedVariance            -0.154966
2021-04-08 16:21:22.245816 CEST | NumTrajs                     47
2021-04-08 16:21:22.246040 CEST | Entropy                       1.41894
2021-04-08 16:21:22.246261 CEST | Perplexity                    4.13273
2021-04-08 16:21:22.246482 CEST | StdReturn                    64.9293
2021-04-08 16:21:22.246703 CEST | MaxReturn                   389.754
2021-04-08 16:21:22.246929 CEST | MinReturn                     9.98167
2021-04-08 16:21:22.247198 CEST | AveragePolicyStd              1
2021-04-08 16:21:22.247420 CEST | AveragePolicyStd              1
2021-04-08 16:21:22.247638 CEST | AveragePolicyStd              1
2021-04-08 16:21:22.247902 CEST | AveragePolicyStd              1
2021-04-08 16:21:22.248131 CEST | AveragePolicyStd              1
2021-04-08 16:21:22.248461 CEST | AveragePolicyStd              1
2021-04-08 16:21:22.248731 CEST | AveragePolicyStd              1
2021-04-08 16:21:22.248991 CEST | AveragePolicyStd              1
2021-04-08 16:21:22.249194 CEST | AveragePolicyStd              1
2021-04-08 16:21:22.249392 CEST | AveragePolicyStd              1
2021-04-08 16:21:22.249590 CEST | Iteration                     1
2021-04-08 16:21:22.249791 CEST | AverageDiscountedReturn     105.18
2021-04-08 16:21:22.249999 CEST | AverageReturn               115.235
2021-04-08 16:21:22.250208 CEST | ExplainedVariance           -10.6763
2021-04-08 16:21:22.250412 CEST | NumTrajs                     32
2021-04-08 16:21:22.250614 CEST | Entropy                       1.40968
2021-04-08 16:21:22.250822 CEST | Perplexity                    4.09466
2021-04-08 16:21:22.251030 CEST | StdReturn                    98.0622
2021-04-08 16:21:22.251305 CEST | MaxReturn                   359.844
2021-04-08 16:21:22.251517 CEST | MinReturn                     9.98397
2021-04-08 16:21:22.251722 CEST | Iteration                     1
2021-04-08 16:21:22.251928 CEST | AverageDiscountedReturn     136.721
2021-04-08 16:21:22.252103 CEST | AverageReturn               149.913
2021-04-08 16:21:22.252276 CEST | ExplainedVariance             0.0723018
2021-04-08 16:21:22.252449 CEST | NumTrajs                     26
2021-04-08 16:21:22.252619 CEST | Entropy                       1.40968
2021-04-08 16:21:22.252793 CEST | Perplexity                    4.09466
