2021-04-09 11:52:51.985987 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0001] Populating workers...
2021-04-09 11:52:51.986220 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0001] Populated
2021-04-09 11:52:51.986337 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0001] Populating workers...
2021-04-09 11:52:51.986444 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0001] Populated
2021-04-09 11:52:51.986544 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0001] Populating workers...
2021-04-09 11:52:51.986647 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0001] Populated
2021-04-09 11:52:51.986745 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0001] Populating workers...
2021-04-09 11:52:51.986845 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0001] Populated
2021-04-09 11:52:51.986941 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0001] Populating workers...
2021-04-09 11:52:51.987048 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0001] Populated
2021-04-09 11:52:51.987146 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0001] Populating workers...
2021-04-09 11:52:51.987243 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0001] Populated
2021-04-09 11:52:51.987339 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0001] Populating workers...
2021-04-09 11:52:51.987434 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0001] Populated
2021-04-09 11:52:51.987537 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0001] Populating workers...
2021-04-09 11:52:51.987638 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0001] Populated
2021-04-09 11:52:51.987737 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0001] Populating workers...
2021-04-09 11:52:51.987832 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0001] Populated
2021-04-09 11:52:51.987931 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0001] Populating workers...
2021-04-09 11:52:51.988032 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0001] Populated
2021-04-09 11:52:56.659900 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0001] itr #0 | fitting baseline...
2021-04-09 11:52:56.682903 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0001] itr #0 | fitted
2021-04-09 11:52:56.691877 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0001] itr #0 | fitting baseline...
2021-04-09 11:52:56.694635 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0001] itr #0 | fitted
2021-04-09 11:52:56.700976 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0001] itr #0 | fitting baseline...
2021-04-09 11:52:56.702305 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0001] itr #0 | fitted
2021-04-09 11:52:56.705224 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0001] itr #0 | fitting baseline...
2021-04-09 11:52:56.706528 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0001] itr #0 | fitted
2021-04-09 11:52:56.710101 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0001] itr #0 | fitting baseline...
2021-04-09 11:52:56.711414 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0001] itr #0 | fitted
2021-04-09 11:52:56.715284 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0001] itr #0 | fitting baseline...
2021-04-09 11:52:56.716766 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0001] itr #0 | fitted
2021-04-09 11:52:56.719992 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0001] itr #0 | fitting baseline...
2021-04-09 11:52:56.721211 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0001] itr #0 | fitted
2021-04-09 11:52:56.724221 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0001] itr #0 | fitting baseline...
2021-04-09 11:52:56.725438 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0001] itr #0 | fitted
2021-04-09 11:52:56.731147 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0001] itr #0 | fitting baseline...
2021-04-09 11:52:56.732373 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0001] itr #0 | fitted
2021-04-09 11:52:56.735283 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0001] itr #0 | fitting baseline...
2021-04-09 11:52:56.736438 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0001] itr #0 | fitted
2021-04-09 11:53:02.408584 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0001] itr #1 | fitting baseline...
2021-04-09 11:53:02.411333 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0001] itr #1 | fitted
2021-04-09 11:53:02.416172 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0001] itr #1 | fitting baseline...
2021-04-09 11:53:02.418066 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0001] itr #1 | fitted
2021-04-09 11:53:02.423214 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0001] itr #1 | fitting baseline...
2021-04-09 11:53:02.425606 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0001] itr #1 | fitted
2021-04-09 11:53:02.430847 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0001] itr #1 | fitting baseline...
2021-04-09 11:53:02.433065 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0001] itr #1 | fitted
2021-04-09 11:53:02.437626 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0001] itr #1 | fitting baseline...
2021-04-09 11:53:02.439378 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0001] itr #1 | fitted
2021-04-09 11:53:02.442369 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0001] itr #1 | fitting baseline...
2021-04-09 11:53:02.443932 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0001] itr #1 | fitted
2021-04-09 11:53:02.446854 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0001] itr #1 | fitting baseline...
2021-04-09 11:53:02.448105 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0001] itr #1 | fitted
2021-04-09 11:53:02.451154 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0001] itr #1 | fitting baseline...
2021-04-09 11:53:02.452515 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0001] itr #1 | fitted
2021-04-09 11:53:02.455578 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0001] itr #1 | fitting baseline...
2021-04-09 11:53:02.457092 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0001] itr #1 | fitted
2021-04-09 11:53:02.460747 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0001] itr #1 | fitting baseline...
2021-04-09 11:53:02.462237 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0001] itr #1 | fitted
2021-04-09 11:53:02.495642 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0001] itr #1 | saving snapshot...
2021-04-09 11:53:02.502280 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_11_52_48_0001] itr #1 | saved
2021-04-09 11:53:02.510629 CEST | -----------------------  --------------
2021-04-09 11:53:02.510847 CEST | Iteration                    0
2021-04-09 11:53:02.510991 CEST | AverageDiscountedReturn     66.0831
2021-04-09 11:53:02.511131 CEST | AverageReturn               68.9744
2021-04-09 11:53:02.511265 CEST | ExplainedVariance            7.1908e-12
2021-04-09 11:53:02.511401 CEST | NumTrajs                    51
2021-04-09 11:53:02.511537 CEST | Entropy                      1.41894
2021-04-09 11:53:02.511673 CEST | Perplexity                   4.13273
2021-04-09 11:53:02.511807 CEST | StdReturn                   43.6505
2021-04-09 11:53:02.511953 CEST | MaxReturn                  179.897
2021-04-09 11:53:02.512086 CEST | MinReturn                    0
2021-04-09 11:53:02.512218 CEST | Iteration                    0
2021-04-09 11:53:02.512351 CEST | AverageDiscountedReturn     72.2525
2021-04-09 11:53:02.512485 CEST | AverageReturn               77.1236
2021-04-09 11:53:02.512617 CEST | ExplainedVariance            0.105996
2021-04-09 11:53:02.512749 CEST | NumTrajs                    46
2021-04-09 11:53:02.512883 CEST | Entropy                      1.41894
2021-04-09 11:53:02.513016 CEST | Perplexity                   4.13273
2021-04-09 11:53:02.513146 CEST | StdReturn                   72.3521
2021-04-09 11:53:02.513277 CEST | MaxReturn                  389.908
2021-04-09 11:53:02.513408 CEST | MinReturn                    9.98372
2021-04-09 11:53:02.513541 CEST | Iteration                    0
2021-04-09 11:53:02.513674 CEST | AverageDiscountedReturn     66.3724
2021-04-09 11:53:02.513809 CEST | AverageReturn               69.3688
2021-04-09 11:53:02.513960 CEST | ExplainedVariance           -0.0530794
2021-04-09 11:53:02.514092 CEST | NumTrajs                    51
2021-04-09 11:53:02.514226 CEST | Entropy                      1.41894
2021-04-09 11:53:02.514358 CEST | Perplexity                   4.13273
2021-04-09 11:53:02.514489 CEST | StdReturn                   45.5445
2021-04-09 11:53:02.514620 CEST | MaxReturn                  179.915
2021-04-09 11:53:02.514754 CEST | MinReturn                    0
2021-04-09 11:53:02.514884 CEST | Iteration                    0
2021-04-09 11:53:02.515017 CEST | AverageDiscountedReturn     75.5507
2021-04-09 11:53:02.515147 CEST | AverageReturn               79.3142
2021-04-09 11:53:02.515281 CEST | ExplainedVariance            0.28271
2021-04-09 11:53:02.515415 CEST | NumTrajs                    47
2021-04-09 11:53:02.515548 CEST | Entropy                      1.41894
2021-04-09 11:53:02.515684 CEST | Perplexity                   4.13273
2021-04-09 11:53:02.515817 CEST | StdReturn                   48.1165
2021-04-09 11:53:02.515948 CEST | MaxReturn                  199.958
2021-04-09 11:53:02.516120 CEST | MinReturn                    0
2021-04-09 11:53:02.516255 CEST | Iteration                    0
2021-04-09 11:53:02.516390 CEST | AverageDiscountedReturn     58.9426
2021-04-09 11:53:02.516525 CEST | AverageReturn               61.7444
2021-04-09 11:53:02.516660 CEST | ExplainedVariance            0.236304
2021-04-09 11:53:02.516794 CEST | NumTrajs                    56
2021-04-09 11:53:02.516991 CEST | Entropy                      1.41894
2021-04-09 11:53:02.517176 CEST | Perplexity                   4.13273
2021-04-09 11:53:02.517355 CEST | StdReturn                   51.3561
2021-04-09 11:53:02.517496 CEST | MaxReturn                  209.862
2021-04-09 11:53:02.517630 CEST | MinReturn                    9.9809
2021-04-09 11:53:02.517782 CEST | Iteration                    0
2021-04-09 11:53:02.517956 CEST | AverageDiscountedReturn     54.1999
2021-04-09 11:53:02.518091 CEST | AverageReturn               56.3562
2021-04-09 11:53:02.518224 CEST | ExplainedVariance            0.154197
2021-04-09 11:53:02.518359 CEST | NumTrajs                    61
2021-04-09 11:53:02.518490 CEST | Entropy                      1.41894
2021-04-09 11:53:02.518621 CEST | Perplexity                   4.13273
2021-04-09 11:53:02.518751 CEST | StdReturn                   43.1424
2021-04-09 11:53:02.518882 CEST | MaxReturn                  229.897
2021-04-09 11:53:02.519012 CEST | MinReturn                    9.98219
2021-04-09 11:53:02.519143 CEST | Iteration                    0
2021-04-09 11:53:02.519272 CEST | AverageDiscountedReturn     72.4627
2021-04-09 11:53:02.519401 CEST | AverageReturn               76.5538
2021-04-09 11:53:02.519533 CEST | ExplainedVariance            0.0525609
2021-04-09 11:53:02.519663 CEST | NumTrajs                    47
2021-04-09 11:53:02.519794 CEST | Entropy                      1.41894
2021-04-09 11:53:02.519928 CEST | Perplexity                   4.13273
2021-04-09 11:53:02.520073 CEST | StdReturn                   59.0945
2021-04-09 11:53:02.520208 CEST | MaxReturn                  269.881
2021-04-09 11:53:02.520342 CEST | MinReturn                    9.98106
2021-04-09 11:53:02.520476 CEST | Iteration                    0
2021-04-09 11:53:02.520608 CEST | AverageDiscountedReturn     71.8341
2021-04-09 11:53:02.520742 CEST | AverageReturn               75.4823
2021-04-09 11:53:02.520873 CEST | ExplainedVariance            0.0727381
2021-04-09 11:53:02.521003 CEST | NumTrajs                    47
2021-04-09 11:53:02.521135 CEST | Entropy                      1.41894
2021-04-09 11:53:02.521267 CEST | Perplexity                   4.13273
2021-04-09 11:53:02.521401 CEST | StdReturn                   51.5777
2021-04-09 11:53:02.521530 CEST | MaxReturn                  229.903
2021-04-09 11:53:02.521661 CEST | MinReturn                    9.97927
2021-04-09 11:53:02.521792 CEST | Iteration                    0
2021-04-09 11:53:02.521948 CEST | AverageDiscountedReturn     72.9947
2021-04-09 11:53:02.522081 CEST | AverageReturn               76.8266
2021-04-09 11:53:02.522212 CEST | ExplainedVariance            0.194722
2021-04-09 11:53:02.522345 CEST | NumTrajs                    48
2021-04-09 11:53:02.522477 CEST | Entropy                      1.41894
2021-04-09 11:53:02.522610 CEST | Perplexity                   4.13273
2021-04-09 11:53:02.522745 CEST | StdReturn                   53.2919
2021-04-09 11:53:02.522880 CEST | MaxReturn                  209.914
2021-04-09 11:53:02.523012 CEST | MinReturn                    0
2021-04-09 11:53:02.523148 CEST | Iteration                    0
2021-04-09 11:53:02.523284 CEST | AverageDiscountedReturn     74.3157
2021-04-09 11:53:02.523419 CEST | AverageReturn               78.4241
2021-04-09 11:53:02.523553 CEST | ExplainedVariance            0.218369
2021-04-09 11:53:02.523688 CEST | NumTrajs                    46
2021-04-09 11:53:02.523823 CEST | Entropy                      1.41894
2021-04-09 11:53:02.523957 CEST | Perplexity                   4.13273
2021-04-09 11:53:02.524092 CEST | StdReturn                   56.7697
2021-04-09 11:53:02.524227 CEST | MaxReturn                  259.913
2021-04-09 11:53:02.524361 CEST | MinReturn                    0
2021-04-09 11:53:02.524496 CEST | AveragePolicyStd             1
2021-04-09 11:53:02.524630 CEST | AveragePolicyStd             1
2021-04-09 11:53:02.524764 CEST | AveragePolicyStd             1
2021-04-09 11:53:02.524898 CEST | AveragePolicyStd             1
2021-04-09 11:53:02.525033 CEST | AveragePolicyStd             1
2021-04-09 11:53:02.525167 CEST | AveragePolicyStd             1
2021-04-09 11:53:02.525301 CEST | AveragePolicyStd             1
2021-04-09 11:53:02.525435 CEST | AveragePolicyStd             1
2021-04-09 11:53:02.525570 CEST | AveragePolicyStd             1
2021-04-09 11:53:02.525703 CEST | AveragePolicyStd             1
2021-04-09 11:53:02.525836 CEST | Iteration                    1
2021-04-09 11:53:02.526019 CEST | AverageDiscountedReturn     79.5623
2021-04-09 11:53:02.526164 CEST | AverageReturn               84.3525
2021-04-09 11:53:02.526300 CEST | ExplainedVariance            0.275344
2021-04-09 11:53:02.526434 CEST | NumTrajs                    43
2021-04-09 11:53:02.526570 CEST | Entropy                      1.41039
2021-04-09 11:53:02.526706 CEST | Perplexity                   4.09756
2021-04-09 11:53:02.526842 CEST | StdReturn                   61.3592
2021-04-09 11:53:02.526980 CEST | MaxReturn                  229.916
2021-04-09 11:53:02.527116 CEST | MinReturn                    9.98154
2021-04-09 11:53:02.527251 CEST | Iteration                    1
2021-04-09 11:53:02.527387 CEST | AverageDiscountedReturn    134.088
2021-04-09 11:53:02.527522 CEST | AverageReturn              149.922
2021-04-09 11:53:02.527661 CEST | ExplainedVariance           -0.0945874
2021-04-09 11:53:02.527801 CEST | NumTrajs                    27
2021-04-09 11:53:02.527932 CEST | Entropy                      1.41039
2021-04-09 11:53:02.528062 CEST | Perplexity                   4.09756
2021-04-09 11:53:02.528208 CEST | StdReturn                  119.749
2021-04-09 11:53:02.528340 CEST | MaxReturn                  599.82
2021-04-09 11:53:02.528471 CEST | MinReturn                    9.98295
2021-04-09 11:53:02.528602 CEST | Iteration                    1
2021-04-09 11:53:02.528733 CEST | AverageDiscountedReturn     90.0629
2021-04-09 11:53:02.528862 CEST | AverageReturn               98.3621
2021-04-09 11:53:02.528992 CEST | ExplainedVariance           -0.9934
2021-04-09 11:53:02.529122 CEST | NumTrajs                    38
2021-04-09 11:53:02.529252 CEST | Entropy                      1.41039
2021-04-09 11:53:02.529383 CEST | Perplexity                   4.09756
2021-04-09 11:53:02.529513 CEST | StdReturn                   97.7927
2021-04-09 11:53:02.529644 CEST | MaxReturn                  529.738
2021-04-09 11:53:02.529774 CEST | MinReturn                    0
2021-04-09 11:53:02.529924 CEST | Iteration                    1
2021-04-09 11:53:02.530055 CEST | AverageDiscountedReturn    104.046
2021-04-09 11:53:02.530184 CEST | AverageReturn              111.992
2021-04-09 11:53:02.530313 CEST | ExplainedVariance            0.292493
2021-04-09 11:53:02.530443 CEST | NumTrajs                    34
2021-04-09 11:53:02.530574 CEST | Entropy                      1.41039
2021-04-09 11:53:02.530705 CEST | Perplexity                   4.09756
2021-04-09 11:53:02.530833 CEST | StdReturn                   73.456
2021-04-09 11:53:02.530961 CEST | MaxReturn                  289.882
2021-04-09 11:53:02.531090 CEST | MinReturn                    9.98685
2021-04-09 11:53:02.531218 CEST | Iteration                    1
2021-04-09 11:53:02.531348 CEST | AverageDiscountedReturn    114.939
2021-04-09 11:53:02.531478 CEST | AverageReturn              124.593
2021-04-09 11:53:02.531606 CEST | ExplainedVariance            0.350643
2021-04-09 11:53:02.531734 CEST | NumTrajs                    30
2021-04-09 11:53:02.531862 CEST | Entropy                      1.41039
